EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group,Distance Group,Salary_hike_Group
157,51,0,rare,Research & Development,7,4,Medical,2,Male,2,2,Manufacturing Director,3,Married,6132,2,0,17,3,3,0,10,2,3,1,0,0,0,Senior,Medium,medium
158,58,0,rare,Research & Development,9,3,Medical,2,Female,2,1,Research Scientist,2,Married,3346,4,1,20,4,2,1,9,3,2,1,0,0,0,Late Career,Medium,medium
159,40,0,rare,Sales,4,4,Marketing,3,Male,2,3,Sales Executive,4,Married,10855,7,0,11,3,1,1,15,2,2,12,11,2,11,Mid Career,Near,low
160,34,0,Frequent,Sales,2,4,Marketing,3,Female,3,1,Sales Representative,3,Married,2231,6,0,18,3,4,1,6,3,3,4,3,1,2,Early Career,Near,medium
161,22,0,rare,Research & Development,19,1,Medical,3,Male,3,1,Research Scientist,4,Married,2323,1,0,24,4,1,2,2,6,3,2,2,2,2,Young,Far,high
162,27,0,Non,Research & Development,9,3,Medical,4,Male,3,1,Research Scientist,2,Divorced,2024,6,0,18,3,4,1,6,1,1,2,2,2,2,Early Career,Medium,medium
163,28,0,rare,Research & Development,21,3,Medical,3,Male,3,1,Research Scientist,4,Married,2713,1,0,11,3,3,1,5,2,1,5,2,0,2,Early Career,Far,low
164,57,0,rare,Research & Development,24,2,Life Sciences,3,Male,4,3,Healthcare Representative,4,Divorced,9439,3,1,16,3,2,1,12,2,1,5,3,1,4,Late Career,Far,medium
165,27,0,Non,Research & Development,3,3,Medical,3,Male,2,1,Research Scientist,3,Divorced,2566,1,1,15,3,4,1,1,2,2,1,1,0,1,Early Career,Near,low
166,50,0,rare,Research & Development,11,3,Life Sciences,3,Female,3,5,Manager,2,Single,19926,3,0,15,3,2,0,21,5,3,5,4,4,4,Senior,Medium,low
167,41,0,rare,Research & Development,14,3,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2451,4,0,12,3,1,1,13,2,3,9,8,1,8,Mid Career,Medium,low
168,30,0,rare,Sales,5,3,Life Sciences,2,Female,3,3,Sales Executive,4,Married,9419,2,0,12,3,3,1,12,2,3,10,9,7,4,Early Career,Near,low
169,38,0,rare,Sales,1,4,Life Sciences,1,Female,2,2,Sales Executive,4,Single,8686,4,0,22,4,3,0,12,2,4,8,3,0,7,Mid Career,Near,high
170,32,0,rare,Research & Development,6,5,Life Sciences,3,Male,3,1,Research Scientist,3,Single,3038,3,0,20,4,1,0,8,2,3,5,4,1,4,Early Career,Medium,medium
171,27,0,rare,Research & Development,17,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3058,0,1,16,3,4,1,6,3,2,5,2,1,1,Early Career,Far,medium
172,19,1,Frequent,Sales,1,1,Technical Degree,3,Female,1,1,Sales Representative,1,Single,2325,0,0,21,4,1,0,1,5,4,0,0,0,0,Young,Near,medium
173,36,0,Frequent,Research & Development,3,2,Medical,4,Male,3,1,Laboratory Technician,2,Single,2088,4,0,12,3,3,0,13,3,2,8,7,7,2,Mid Career,Near,low
174,30,0,Non,Research & Development,9,3,Medical,3,Male,3,2,Laboratory Technician,1,Divorced,3072,1,0,11,3,3,2,12,4,3,12,9,6,10,Early Career,Medium,low
175,45,0,rare,Sales,4,2,Life Sciences,3,Female,3,2,Sales Executive,1,Divorced,5006,4,1,11,3,1,1,9,3,4,5,4,0,3,Mid Career,Near,low
176,56,0,rare,Research & Development,8,3,Life Sciences,3,Female,3,1,Research Scientist,1,Divorced,4257,4,1,18,3,3,1,19,3,3,2,2,2,2,Late Career,Medium,medium
177,33,0,rare,Research & Development,2,3,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2500,0,0,14,3,1,0,4,2,4,3,1,0,2,Early Career,Near,low
178,19,1,rare,Research & Development,2,3,Life Sciences,2,Male,2,1,Laboratory Technician,4,Single,1102,1,0,22,4,3,0,1,3,2,1,0,1,0,Young,Near,high
179,46,0,rare,Sales,1,2,Marketing,2,Female,3,3,Sales Executive,1,Divorced,10453,1,0,25,4,3,3,24,2,3,24,13,15,7,Senior,Near,high
180,38,0,rare,Research & Development,9,2,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,2288,1,0,12,3,3,0,2,3,3,2,2,2,1,Mid Career,Medium,low
181,31,0,rare,Research & Development,12,1,Medical,3,Female,3,1,Research Scientist,4,Married,3929,8,1,23,4,3,1,7,0,3,4,2,0,2,Early Career,Medium,high
182,34,0,rare,Research & Development,27,2,Medical,4,Female,3,1,Research Scientist,2,Single,2311,2,0,15,3,4,0,9,3,3,3,2,1,2,Early Career,Far,low
183,41,1,rare,Sales,20,2,Marketing,2,Female,3,1,Sales Representative,2,Single,3140,1,1,22,4,4,0,4,5,2,4,3,0,2,Mid Career,Far,high
184,50,0,rare,Research & Development,1,3,Medical,3,Male,2,1,Laboratory Technician,3,Married,3690,2,0,15,3,4,1,5,2,2,3,2,0,2,Senior,Near,low
185,53,0,rare,Research & Development,13,2,Medical,4,Female,4,2,Manufacturing Director,1,Divorced,4450,1,0,11,3,3,2,5,3,3,4,2,1,3,Senior,Medium,low
186,33,0,rare,Research & Development,14,3,Medical,4,Female,3,1,Research Scientist,2,Married,2756,1,0,13,3,4,1,8,5,3,8,7,1,6,Early Career,Medium,low
187,40,0,rare,Research & Development,4,1,Medical,4,Female,3,5,Manager,3,Married,19033,1,0,14,3,2,1,21,2,3,20,8,9,9,Mid Career,Near,low
188,55,0,rare,Research & Development,14,4,Medical,3,Male,4,5,Research Director,2,Single,18722,8,0,11,3,4,0,36,3,3,24,15,2,15,Senior,Medium,low
189,34,0,Frequent,Research & Development,2,1,Life Sciences,4,Male,2,2,Manufacturing Director,3,Married,9547,1,0,17,3,3,0,10,2,2,10,9,1,9,Early Career,Near,medium
190,51,0,rare,Research & Development,3,3,Medical,4,Female,3,4,Healthcare Representative,2,Single,13734,3,0,18,3,3,0,21,6,3,7,7,1,0,Senior,Near,medium
191,52,0,rare,Research & Development,1,4,Life Sciences,3,Male,2,5,Manager,3,Married,19999,0,0,14,3,1,1,34,5,3,33,18,11,9,Senior,Near,low
192,27,0,rare,Research & Development,9,3,Medical,4,Female,3,1,Research Scientist,2,Single,2279,1,0,16,3,4,0,7,2,2,7,7,0,3,Early Career,Medium,medium
193,35,1,rare,Research & Development,23,2,Life Sciences,2,Male,2,2,Manufacturing Director,3,Married,5916,3,1,13,3,1,0,8,1,3,1,0,0,1,Early Career,Far,low
194,43,0,Non,Research & Development,7,3,Medical,4,Male,4,1,Research Scientist,4,Divorced,2089,4,0,14,3,4,3,7,3,4,5,4,2,2,Mid Career,Medium,low
195,45,0,Non,Research & Development,2,2,Medical,1,Male,2,4,Manager,4,Married,16792,9,0,23,4,4,1,22,1,3,20,8,11,8,Mid Career,Near,high
196,37,0,rare,Research & Development,21,3,Life Sciences,2,Male,4,1,Research Scientist,1,Married,3564,1,1,12,3,1,1,8,3,2,8,7,1,7,Mid Career,Far,low
197,35,0,Frequent,Research & Development,2,3,Medical,2,Female,3,2,Laboratory Technician,2,Single,4425,5,0,11,3,4,0,10,5,3,6,2,1,2,Early Career,Near,low
198,42,0,Non,Research & Development,21,2,Medical,3,Female,3,2,Manufacturing Director,3,Divorced,5265,2,0,16,3,2,1,11,5,3,5,3,0,2,Mid Career,Far,medium
199,38,0,rare,Research & Development,2,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,Married,6553,9,0,14,3,2,0,14,3,3,1,0,0,0,Mid Career,Near,low
200,38,0,rare,Research & Development,29,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,Married,6261,3,0,18,3,1,1,9,3,1,7,7,1,7,Mid Career,Far,medium
201,27,0,Frequent,Research & Development,1,1,Technical Degree,3,Male,2,2,Manufacturing Director,1,Married,4298,5,0,19,3,3,1,6,1,3,2,2,2,0,Early Career,Near,medium
202,49,0,Non,Research & Development,18,4,Life Sciences,4,Male,3,2,Manufacturing Director,4,Divorced,6804,1,1,15,3,1,2,7,0,3,7,7,1,7,Senior,Far,low
203,34,0,Frequent,Research & Development,10,4,Medical,4,Male,3,1,Research Scientist,3,Divorced,3815,1,1,17,3,4,1,5,4,4,5,3,2,0,Early Career,Medium,medium
204,40,0,rare,Research & Development,19,2,Medical,3,Male,3,2,Laboratory Technician,4,Married,2741,8,1,15,3,3,1,15,2,4,7,2,3,7,Mid Career,Far,low
205,38,1,rare,Research & Development,29,1,Medical,2,Male,3,2,Healthcare Representative,1,Married,6673,7,1,19,3,2,0,17,2,3,1,0,0,0,Mid Career,Far,medium
206,29,1,rare,Sales,27,3,Marketing,2,Female,3,3,Sales Executive,4,Married,7639,1,0,22,4,4,3,10,3,2,10,4,1,9,Early Career,Far,high
207,22,0,rare,Research & Development,5,3,Life Sciences,4,Male,4,1,Research Scientist,2,Divorced,2328,1,1,16,3,1,1,4,2,2,4,2,2,2,Young,Near,medium
208,36,0,Frequent,Research & Development,18,1,Medical,2,Female,3,1,Laboratory Technician,4,Single,2153,1,0,13,3,1,0,8,2,3,8,1,1,7,Mid Career,Far,low
209,40,0,Non,Research & Development,9,5,Life Sciences,4,Male,2,2,Healthcare Representative,4,Married,4876,9,0,14,3,4,1,5,5,1,3,2,0,2,Mid Career,Medium,low
210,46,0,rare,Research & Development,1,4,Medical,4,Male,3,3,Healthcare Representative,1,Divorced,9396,7,0,16,3,3,1,17,3,3,4,2,0,3,Senior,Near,medium
211,32,1,rare,Sales,4,4,Medical,4,Male,1,3,Sales Executive,4,Married,10400,1,0,11,3,3,0,14,2,2,14,8,9,8,Early Career,Near,low
212,30,0,Non,Research & Development,1,1,Life Sciences,3,Male,2,3,Manufacturing Director,3,Single,8474,1,0,22,4,3,0,12,2,3,11,8,5,8,Early Career,Near,high
213,27,0,Frequent,Sales,20,3,Life Sciences,4,Female,3,2,Sales Executive,3,Single,9981,1,0,14,3,4,0,7,2,3,7,7,0,7,Early Career,Far,low
214,51,0,rare,Research & Development,8,4,Life Sciences,2,Male,2,3,Research Director,2,Married,12490,5,0,16,3,4,2,16,5,1,10,9,4,7,Senior,Medium,medium
215,30,1,rare,Research & Development,3,3,Technical Degree,4,Female,3,1,Research Scientist,1,Single,2657,5,1,11,3,3,0,8,5,3,5,2,0,4,Early Career,Near,low
216,41,0,rare,Sales,6,3,Life Sciences,4,Female,3,3,Manager,4,Single,13591,3,1,18,3,3,0,16,3,3,1,0,0,0,Mid Career,Medium,medium
217,30,1,Frequent,Sales,26,4,Marketing,3,Female,2,2,Sales Executive,1,Single,6696,5,0,15,3,3,0,9,5,2,6,3,0,1,Early Career,Far,low
218,29,1,rare,Research & Development,1,3,Technical Degree,3,Male,3,1,Research Scientist,3,Single,2058,0,0,14,3,4,0,7,1,2,6,2,1,5,Early Career,Near,low
219,45,0,Non,Sales,6,3,Medical,4,Female,2,3,Sales Executive,4,Single,8865,6,0,12,3,4,0,23,2,3,19,7,12,8,Mid Career,Medium,low
220,54,0,rare,Sales,3,3,Marketing,4,Female,3,2,Sales Executive,1,Married,5940,2,0,14,3,4,1,16,4,3,6,2,0,5,Senior,Near,low
221,36,0,rare,Research & Development,5,2,Life Sciences,4,Male,3,2,Laboratory Technician,2,Single,5914,8,0,16,3,4,0,16,3,4,13,11,3,7,Mid Career,Near,medium
222,33,0,rare,Research & Development,4,4,Medical,3,Female,2,1,Research Scientist,2,Married,2622,6,0,21,4,4,0,7,3,3,3,2,1,1,Early Career,Near,medium
223,37,0,Frequent,Research & Development,11,3,Other,2,Male,3,3,Research Director,4,Divorced,12185,1,1,14,3,3,3,10,1,3,10,8,0,7,Mid Career,Medium,low
224,38,0,rare,Sales,3,3,Life Sciences,1,Male,3,3,Sales Executive,3,Divorced,10609,0,0,12,3,3,2,17,6,2,16,10,5,13,Mid Career,Near,low
225,31,0,Non,Research & Development,1,4,Medical,3,Male,1,2,Manufacturing Director,3,Married,4345,0,0,12,3,4,1,6,2,3,5,4,1,4,Early Career,Near,low
226,59,0,rare,Research & Development,3,3,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2177,3,0,17,3,1,1,7,6,3,1,0,0,0,Late Career,Near,medium
227,37,0,Frequent,Sales,4,4,Marketing,1,Male,3,1,Sales Representative,4,Divorced,2793,4,0,17,3,3,1,13,2,3,9,8,5,8,Mid Career,Near,medium
228,29,0,Frequent,Sales,1,1,Medical,2,Female,3,3,Sales Executive,4,Married,7918,1,0,14,3,4,1,11,5,3,11,10,4,1,Early Career,Near,low
229,35,0,Frequent,Sales,1,3,Marketing,3,Female,3,3,Sales Executive,3,Single,8789,1,0,14,3,1,0,10,3,4,10,7,0,8,Early Career,Near,low
230,29,1,rare,Research & Development,18,1,Medical,3,Male,2,1,Research Scientist,4,Single,2389,1,1,13,3,3,0,4,3,2,4,3,0,1,Early Career,Far,low
231,52,0,rare,Research & Development,2,3,Life Sciences,3,Female,2,1,Laboratory Technician,4,Single,3212,7,0,15,3,2,0,6,3,2,2,2,2,2,Senior,Near,low
232,42,0,rare,Research & Development,4,2,Technical Degree,3,Male,3,5,Manager,4,Married,19232,1,0,11,3,4,0,22,3,3,22,17,11,15,Mid Career,Near,low
233,59,0,rare,Human Resources,6,2,Medical,2,Male,3,1,Human Resources,3,Married,2267,8,0,17,3,4,0,7,2,2,2,2,2,2,Late Career,Medium,medium
234,50,0,rare,Sales,1,4,Medical,4,Female,3,5,Manager,4,Divorced,19517,3,0,11,3,3,1,32,3,2,7,0,0,6,Senior,Near,low
235,33,1,rare,Research & Development,14,3,Medical,3,Male,3,1,Laboratory Technician,4,Married,2436,5,1,13,3,3,1,8,2,1,5,4,0,4,Early Career,Medium,low
236,43,0,rare,Sales,16,3,Marketing,4,Female,3,4,Manager,4,Married,16064,5,1,22,4,3,1,22,3,3,17,13,1,9,Mid Career,Far,high
237,33,1,rare,Research & Development,2,2,Life Sciences,1,Female,3,1,Laboratory Technician,1,Married,2707,7,0,20,4,1,0,13,3,4,9,7,1,7,Early Career,Near,medium
238,52,0,Non,Sales,2,4,Life Sciences,1,Male,2,5,Manager,3,Single,19068,1,1,18,3,4,0,33,2,4,33,7,15,12,Senior,Near,medium
239,32,0,rare,Sales,4,2,Life Sciences,3,Female,3,1,Sales Representative,2,Married,3931,2,0,11,3,1,1,6,5,3,4,3,1,2,Early Career,Near,low
240,32,1,rare,Research & Development,1,3,Life Sciences,4,Male,2,1,Laboratory Technician,3,Single,3730,0,1,14,3,4,0,4,2,1,3,2,1,2,Early Career,Near,low
241,39,0,rare,Research & Development,1,4,Medical,3,Female,3,1,Laboratory Technician,3,Divorced,2232,7,0,14,3,3,3,7,1,3,3,2,1,2,Mid Career,Near,low
242,32,0,Non,Sales,26,4,Marketing,3,Male,3,2,Sales Executive,4,Married,4465,0,0,18,3,1,0,4,2,3,3,2,2,2,Early Career,Far,medium
243,41,0,rare,Research & Development,19,2,Life Sciences,3,Male,3,2,Research Scientist,1,Divorced,3072,2,0,16,3,1,2,17,2,2,1,0,0,0,Mid Career,Far,medium
244,40,0,rare,Research & Development,24,2,Technical Degree,1,Male,3,2,Research Scientist,4,Divorced,3319,1,0,17,3,1,2,9,3,3,9,8,4,7,Mid Career,Far,medium
245,45,0,rare,Research & Development,1,3,Other,3,Male,4,5,Manager,4,Married,19202,0,0,11,3,3,1,25,2,3,24,0,1,7,Mid Career,Near,low
246,31,0,Frequent,Research & Development,3,4,Medical,2,Male,3,3,Research Director,3,Divorced,13675,9,0,12,3,1,1,9,3,3,2,2,2,2,Early Career,Near,low
247,33,0,rare,Research & Development,5,4,Life Sciences,3,Female,2,1,Research Scientist,4,Married,2911,1,0,13,3,3,1,2,2,2,2,2,0,2,Early Career,Near,low
248,34,0,rare,Research & Development,2,4,Life Sciences,4,Male,2,2,Manufacturing Director,1,Married,5957,6,0,13,3,2,1,13,3,3,11,9,5,9,Early Career,Near,low
249,37,0,rare,Research & Development,1,2,Medical,3,Female,2,1,Research Scientist,1,Married,3920,2,0,14,3,1,1,17,2,2,3,1,0,2,Mid Career,Near,low
250,45,0,Frequent,Research & Development,7,4,Life Sciences,1,Male,4,2,Manufacturing Director,3,Married,6434,4,0,17,3,4,1,9,1,3,3,2,0,2,Mid Career,Medium,medium
251,37,1,Frequent,Research & Development,10,3,Medical,1,Male,3,3,Manufacturing Director,3,Divorced,10048,6,0,11,3,2,2,17,5,3,1,0,0,0,Mid Career,Medium,low
252,39,0,Frequent,Research & Development,2,4,Technical Degree,3,Female,3,3,Healthcare Representative,3,Single,10938,0,0,25,4,4,0,20,1,3,19,6,11,8,Mid Career,Near,high
253,29,0,rare,Research & Development,15,3,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2340,1,0,19,3,1,0,6,1,3,6,5,1,5,Early Career,Medium,medium
254,42,0,rare,Research & Development,17,2,Life Sciences,4,Female,4,2,Research Scientist,1,Single,6545,3,1,13,3,3,0,10,1,3,3,2,0,2,Mid Career,Far,low
255,29,0,rare,Sales,20,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,6931,2,0,14,3,4,1,10,2,3,3,2,0,2,Early Career,Far,low
256,25,0,rare,Research & Development,1,3,Life Sciences,1,Female,3,2,Manufacturing Director,3,Married,4898,0,0,12,3,4,2,5,3,3,4,2,1,2,Young,Near,low
257,42,0,rare,Research & Development,2,3,Medical,4,Female,2,1,Laboratory Technician,1,Divorced,2593,0,1,11,3,3,1,10,4,3,9,6,7,8,Mid Career,Near,low
258,40,0,rare,Research & Development,2,2,Medical,1,Male,3,5,Research Director,3,Divorced,19436,0,0,19,3,4,1,22,5,3,21,7,3,9,Mid Career,Near,medium
259,51,0,rare,Research & Development,1,3,Life Sciences,3,Male,3,1,Research Scientist,4,Married,2723,1,0,11,3,2,0,1,0,2,1,0,0,0,Senior,Near,low
260,31,1,Frequent,Research & Development,29,2,Medical,3,Male,2,1,Laboratory Technician,2,Single,3479,0,0,11,3,2,0,6,2,4,5,4,1,4,Early Career,Far,low
261,32,0,Frequent,Research & Development,7,3,Life Sciences,2,Male,4,1,Laboratory Technician,2,Married,2794,1,0,20,4,3,0,5,3,1,5,1,0,3,Early Career,Medium,medium
262,38,0,Non,Sales,2,2,Life Sciences,4,Male,2,2,Sales Executive,4,Married,5249,3,0,18,3,4,1,13,0,3,8,7,7,5,Mid Career,Near,medium
263,32,0,rare,Research & Development,2,1,Technical Degree,4,Male,2,2,Laboratory Technician,1,Single,2176,4,0,13,3,4,0,9,5,3,6,2,0,4,Early Career,Near,low
264,46,0,rare,Sales,2,3,Technical Degree,3,Female,1,4,Manager,2,Married,16872,3,1,12,3,2,1,28,2,2,7,7,7,7,Senior,Near,low
265,28,1,rare,Research & Development,2,4,Life Sciences,1,Male,3,1,Laboratory Technician,3,Single,3485,2,0,11,3,3,0,5,5,1,0,0,0,0,Early Career,Near,low
266,29,0,rare,Sales,2,3,Medical,1,Male,2,2,Sales Executive,2,Married,6644,2,0,19,3,2,2,10,2,3,0,0,0,0,Early Career,Near,medium
267,31,0,rare,Research & Development,23,3,Medical,2,Male,2,2,Healthcare Representative,4,Married,5582,0,0,21,4,2,1,10,2,3,9,0,7,8,Early Career,Far,medium
268,25,0,Non,Research & Development,5,2,Life Sciences,2,Male,4,2,Healthcare Representative,1,Divorced,4000,1,0,12,3,4,2,6,2,3,6,3,1,5,Young,Near,low
269,45,0,rare,Research & Development,20,2,Medical,3,Male,3,4,Healthcare Representative,4,Married,13496,0,1,14,3,2,0,21,2,3,20,7,4,10,Mid Career,Far,low
270,36,0,rare,Research & Development,6,3,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,3210,0,0,11,3,3,1,16,4,3,15,13,10,11,Mid Career,Medium,low
271,55,0,rare,Research & Development,1,3,Medical,4,Male,3,5,Manager,1,Single,19045,0,1,14,3,3,0,37,2,3,36,10,4,13,Senior,Near,low
272,47,1,Non,Research & Development,29,4,Life Sciences,1,Male,3,3,Manager,2,Married,11849,1,1,12,3,4,1,10,2,2,10,7,9,9,Senior,Far,low
273,28,0,rare,Research & Development,9,3,Medical,4,Male,3,1,Research Scientist,4,Married,2070,1,0,23,4,4,1,5,3,2,5,2,0,4,Early Career,Medium,high
274,37,0,rare,Sales,6,4,Medical,3,Male,3,2,Sales Executive,4,Married,6502,4,0,14,3,2,1,7,5,4,5,4,0,1,Mid Career,Medium,low
275,21,0,rare,Research & Development,3,2,Medical,4,Male,2,1,Research Scientist,3,Single,3230,1,0,17,3,1,0,3,4,4,3,2,1,0,Young,Near,medium
276,37,0,Non,Research & Development,1,4,Medical,1,Female,3,3,Research Director,4,Divorced,13603,2,1,18,3,1,2,15,2,3,5,2,0,2,Mid Career,Near,medium
277,35,0,rare,Research & Development,22,3,Life Sciences,2,Female,4,3,Manager,2,Divorced,11996,7,0,18,3,2,1,10,6,2,7,7,6,2,Early Career,Far,medium
278,38,0,rare,Sales,7,2,Medical,1,Female,4,2,Sales Executive,1,Divorced,5605,1,1,24,4,3,1,8,3,3,8,0,7,7,Mid Career,Medium,high
279,26,0,Frequent,Research & Development,1,3,Life Sciences,3,Female,3,2,Manufacturing Director,2,Divorced,6397,1,0,20,4,1,1,6,6,1,6,5,1,4,Early Career,Near,medium
280,50,0,rare,Research & Development,4,1,Life Sciences,1,Male,3,5,Research Director,2,Divorced,19144,3,0,14,3,1,2,28,4,2,10,4,1,6,Senior,Near,low
281,53,0,rare,Research & Development,3,4,Medical,3,Male,3,4,Research Director,3,Married,17584,3,1,16,3,4,3,21,5,2,5,3,1,3,Senior,Near,medium
282,42,0,rare,Sales,1,1,Life Sciences,2,Male,3,2,Sales Executive,3,Married,4907,1,0,25,4,3,0,20,3,3,20,16,11,6,Mid Career,Near,high
283,29,0,Frequent,Sales,2,2,Life Sciences,2,Male,3,2,Sales Executive,4,Single,4554,1,0,18,3,1,0,10,3,2,10,7,0,9,Early Career,Near,medium
284,55,0,rare,Research & Development,20,2,Technical Degree,2,Male,3,2,Laboratory Technician,4,Married,5415,3,1,19,3,4,1,12,4,3,10,7,0,8,Senior,Far,medium
285,26,0,Frequent,Research & Development,11,2,Medical,1,Male,3,2,Healthcare Representative,1,Married,4741,1,1,13,3,3,1,5,3,3,5,3,3,3,Early Career,Medium,low
286,37,0,rare,Research & Development,1,3,Life Sciences,4,Female,3,1,Research Scientist,4,Single,2115,1,0,12,3,2,0,17,3,3,17,12,5,7,Mid Career,Near,low
287,44,1,Frequent,Research & Development,24,3,Life Sciences,4,Male,3,1,Laboratory Technician,3,Divorced,3161,3,1,22,4,4,1,19,0,1,1,0,0,0,Mid Career,Far,high
288,38,0,rare,Research & Development,23,4,Life Sciences,4,Male,3,2,Healthcare Representative,4,Divorced,5745,9,0,14,3,2,1,10,2,3,2,2,1,2,Mid Career,Far,low
289,26,1,rare,Research & Development,16,4,Medical,1,Male,3,1,Laboratory Technician,2,Divorced,2373,2,1,13,3,4,1,5,2,3,3,2,0,2,Early Career,Far,low
290,28,0,rare,Research & Development,8,2,Life Sciences,4,Female,3,1,Research Scientist,4,Single,3310,1,0,21,4,4,0,5,3,3,5,3,0,2,Early Career,Medium,medium
291,49,0,Frequent,Research & Development,10,4,Life Sciences,3,Female,3,5,Research Director,1,Single,18665,9,1,11,3,4,0,22,4,3,3,2,1,2,Senior,Medium,low
292,36,0,rare,Research & Development,3,3,Technical Degree,3,Male,3,2,Research Scientist,2,Single,4485,4,0,12,3,4,0,10,2,3,8,0,7,7,Mid Career,Near,low
293,31,0,Frequent,Sales,5,3,Marketing,4,Female,3,1,Sales Representative,2,Divorced,2789,1,0,11,3,3,1,2,5,2,2,2,2,2,Early Career,Near,low
294,26,1,rare,Sales,4,4,Marketing,4,Male,2,2,Sales Executive,4,Single,5828,1,1,12,3,2,0,8,0,3,8,7,7,4,Early Career,Near,low
295,37,0,Frequent,Research & Development,9,3,Medical,2,Male,3,1,Research Scientist,4,Married,2326,1,1,12,3,3,3,4,3,2,4,2,1,2,Mid Career,Medium,low
296,42,0,Frequent,Sales,26,3,Marketing,3,Female,3,4,Sales Executive,2,Married,13525,5,0,14,3,4,1,23,2,4,20,4,4,8,Mid Career,Far,low
297,18,1,rare,Research & Development,3,3,Life Sciences,3,Male,3,1,Laboratory Technician,3,Single,1420,1,0,13,3,3,0,0,2,3,0,0,0,0,Young,Near,low
298,35,0,rare,Sales,16,3,Marketing,3,Male,3,3,Sales Executive,2,Married,8020,0,0,15,3,3,2,12,3,2,11,9,6,9,Early Career,Far,low
299,36,0,Frequent,Research & Development,18,4,Life Sciences,3,Male,4,1,Laboratory Technician,4,Married,3688,4,0,18,3,4,2,4,2,3,1,0,0,0,Mid Career,Far,medium
300,51,0,rare,Research & Development,2,3,Medical,4,Male,1,2,Manufacturing Director,2,Divorced,5482,5,0,18,3,4,1,13,3,3,4,1,1,2,Senior,Near,medium
301,41,0,rare,Sales,2,4,Life Sciences,4,Male,3,4,Manager,2,Single,16015,1,0,19,3,2,0,22,2,3,22,10,0,4,Mid Career,Near,medium
302,18,0,rare,Sales,10,3,Medical,4,Female,2,1,Sales Representative,3,Single,1200,1,0,12,3,1,0,0,2,3,0,0,0,0,Young,Medium,low
303,28,0,rare,Research & Development,16,2,Medical,2,Male,4,2,Healthcare Representative,1,Single,5661,0,0,19,3,3,0,9,2,3,8,3,0,7,Early Career,Far,medium
304,31,0,rare,Sales,7,3,Technical Degree,2,Male,4,2,Sales Executive,4,Married,6929,4,0,11,3,2,1,10,3,2,8,7,7,7,Early Career,Medium,low
305,39,0,rare,Research & Development,1,3,Medical,3,Male,4,3,Healthcare Representative,4,Divorced,9613,0,0,17,3,1,3,19,5,2,18,10,3,7,Mid Career,Near,medium
306,36,0,Non,Research & Development,24,4,Life Sciences,2,Female,3,2,Laboratory Technician,2,Married,5674,7,0,15,3,3,1,11,3,3,9,8,0,8,Mid Career,Far,low
307,32,0,rare,Sales,7,3,Life Sciences,4,Male,2,2,Sales Executive,3,Married,5484,1,0,14,3,3,1,13,3,2,13,8,4,8,Early Career,Medium,low
308,38,0,rare,Research & Development,25,2,Life Sciences,1,Female,2,3,Research Director,2,Married,12061,3,0,17,3,3,1,19,2,3,10,8,0,1,Mid Career,Far,medium
